Annual_Income,Declared_Tax,Deduction_Risk,Expense_Anomaly,Investment_Mismatch,Cash_Transaction_Risk,Business_Loss_Risk,Asset_Underreporting,Refund_Claim_Risk,Compliance_Risk,Income_Variation,Previous_Audit_Flag,Penalty_History,High_Value_Transactions,Foreign_Asset_Score,GST_Mismatch,Suspicious_Deduction,Shell_Company_Link,Frequent_ITR_Revisions,Cash_Deposit_Spike,High_Risk_Industry,Fraud
1692252,304155,46,40,10,47,38,85,30,47,68,1,0,6,21,0,0,0,0,0,1,0
3726737,608471,53,86,11,26,9,45,68,34,63,1,1,53,40,1,1,0,1,0,1,0
601921,360398,3,60,12,14,73,10,80,32,67,0,0,16,24,1,1,0,0,1,1,0
2208960,442480,93,74,63,6,71,63,73,99,31,0,0,96,45,0,1,1,0,1,1,1
4655214,571605,82,54,7,56,68,91,42,20,73,0,1,59,93,1,1,0,1,1,1,1
287955,183986,94,74,64,41,22,13,54,4,9,0,0,65,8,1,1,0,1,1,0,0
4016446,220705,94,12,8,8,33,38,15,63,53,0,0,37,60,0,0,1,0,0,0,0
3576513,893921,8,13,91,5,31,66,67,68,54,0,1,12,46,1,1,0,0,1,1,0
2137878,705614,52,59,1,56,15,54,68,20,81,1,0,51,73,0,0,1,1,1,0,0
4602294,307240,76,71,77,75,67,41,41,88,61,1,0,51,78,1,0,0,1,0,0,1
2285259,320929,77,24,12,29,53,74,40,73,54,1,1,31,2,0,1,1,1,1,1,0
2675539,57344,59,81,1,54,27,93,49,82,86,1,1,85,7,0,0,1,1,1,0,1
4933188,775348,45,43,67,83,59,4,83,31,81,1,0,8,24,0,0,0,0,1,1,0
1905215,480859,53,81,75,83,77,51,5,17,34,1,0,16,35,1,1,1,0,1,1,1
2689569,911814,73,9,47,53,75,21,74,57,66,1,0,81,42,1,0,1,1,1,0,1
3466402,728906,94,70,73,26,59,76,52,97,64,1,1,39,49,1,1,1,0,0,1,1
2183851,993595,36,49,2,83,84,43,16,78,16,0,1,90,62,0,1,1,1,1,0,1
4308880,463819,22,43,67,58,79,84,56,23,41,0,0,74,84,1,0,1,0,0,1,1
4937655,164484,26,13,5,6,43,58,66,4,58,1,1,53,33,1,1,0,0,1,0,0
4461946,115489,69,14,86,39,1,24,15,52,69,1,1,53,90,0,1,0,0,0,1,1
290093,449874,89,15,4,93,22,20,51,95,10,0,0,27,72,0,1,0,0,0,1,0
1756182,498057,65,1,2,71,92,91,99,72,77,0,1,71,9,0,1,0,1,0,0,1
4611519,447765,60,29,9,1,45,63,89,54,27,0,1,49,26,1,1,1,1,0,0,0
2203679,787955,76,29,42,13,72,67,87,4,38,1,1,17,88,0,1,0,0,1,1,0
1932465,16549,50,81,18,9,53,92,33,68,53,1,1,12,12,0,1,0,0,1,1,1
4430258,469432,49,30,13,49,70,46,83,40,99,0,0,32,50,1,0,0,1,0,1,0
3373584,30739,18,76,20,17,92,34,80,97,10,1,1,14,67,1,1,0,1,0,1,0
4921165,812641,0,19,42,17,80,86,19,6,57,1,0,85,15,1,1,1,1,1,0,0
2856807,636339,39,48,27,15,8,6,79,89,39,0,0,37,11,0,1,1,0,1,0,0
3059244,20116,31,34,20,51,69,55,55,0,3,0,0,93,24,0,0,0,1,0,0,0
1086040,549333,21,22,35,68,43,51,50,51,63,0,0,5,48,1,0,0,1,1,1,0
522918,948831,92,96,23,51,83,45,52,97,47,1,1,44,15,0,1,1,1,0,0,1
3138613,40709,65,98,53,30,73,8,48,25,69,0,0,58,1,0,1,0,0,1,0,1
2445909,835049,39,99,37,83,72,57,3,95,82,0,0,97,72,1,1,0,0,1,1,1
4262442,982643,37,60,16,22,11,22,17,62,30,0,1,82,76,1,0,0,1,0,0,0
316739,687265,47,83,21,95,96,2,35,11,1,1,1,96,77,0,0,0,1,1,1,0
1486585,986652,54,54,82,41,31,60,34,69,42,1,1,77,75,1,1,0,0,1,0,1
980316,732963,74,66,44,80,33,8,29,83,88,1,0,47,34,0,0,0,0,1,1,1
3734550,234167,80,7,73,61,82,52,62,18,40,0,0,40,21,1,1,1,0,0,1,0
3689866,911211,54,39,60,76,32,67,81,79,59,1,1,82,84,1,1,1,1,1,0,1
1566853,310063,50,58,10,49,63,48,20,3,74,1,1,78,47,0,1,1,1,1,1,0
1214929,874953,59,31,60,76,47,88,51,95,45,0,0,73,63,0,0,0,0,1,1,1
1766847,491121,7,92,37,80,15,69,95,81,39,1,1,54,66,0,0,1,1,1,1,1
2620564,224222,85,6,65,14,49,47,68,4,58,1,1,60,21,1,0,0,0,1,0,0
2782569,718806,67,1,32,89,22,81,40,53,44,1,0,1,72,0,1,1,0,0,0,0
1680035,712788,74,84,42,43,25,6,53,69,41,1,1,1,46,1,1,1,0,1,1,0
388456,970398,71,5,30,91,53,98,86,56,20,1,1,84,39,0,0,1,1,1,1,1
2853093,797879,8,91,34,41,43,30,29,77,2,1,1,75,52,0,1,1,1,0,1,0
3503457,534787,89,35,36,44,36,55,90,51,65,1,1,9,2,0,0,1,1,0,1,1
4285412,568329,1,31,46,93,8,95,55,17,10,1,1,75,94,0,0,0,0,0,1,0
4622808,298459,79,44,99,34,93,98,78,63,23,0,1,38,5,0,1,1,0,1,0,1
4967348,137371,94,41,22,21,12,60,40,9,49,0,0,1,13,0,0,0,1,1,1,0
916756,387650,69,52,35,73,59,91,13,22,87,0,0,64,82,0,1,0,0,0,1,1
251226,665354,84,8,39,74,79,4,20,81,20,0,1,65,57,0,1,1,0,0,1,0
3951198,755774,89,74,89,37,1,29,97,67,24,0,0,86,81,1,1,0,1,1,1,1
3821509,217235,58,86,88,96,94,21,89,51,3,0,1,91,6,1,0,0,0,1,0,1
3338145,787119,18,74,80,69,59,16,24,95,42,0,0,80,99,1,0,1,1,1,0,1
4097611,929993,27,48,14,63,56,9,49,46,46,1,1,51,28,0,0,0,1,0,0,0
1426476,358791,71,1,36,6,42,70,94,69,22,1,0,84,2,1,0,1,1,1,1,0
4384056,299499,13,66,3,43,18,67,52,25,59,1,1,43,12,1,1,1,0,0,1,0
772212,340949,23,10,21,75,10,41,47,69,87,1,1,33,35,0,0,1,1,0,1,0
4618441,335511,43,49,80,6,77,26,69,98,20,1,1,72,88,0,0,1,1,0,1,1
1700844,377050,55,34,21,65,46,6,47,42,65,0,0,80,91,1,1,1,0,1,0,0
1129168,384553,89,14,80,59,88,22,3,68,86,0,0,44,37,1,1,0,1,1,1,1
3643609,868787,94,74,77,0,62,74,23,62,50,1,0,31,74,1,1,1,1,0,0,1
563476,121220,50,30,77,61,6,7,30,77,14,1,1,4,59,1,1,1,0,0,1,0
1600283,226421,31,91,16,86,78,7,82,65,57,1,0,77,72,0,0,0,0,1,0,1
891757,354317,49,61,71,88,93,4,74,62,25,0,0,88,21,0,1,0,1,0,0,1
590719,793428,40,27,97,17,30,70,28,12,89,0,1,85,20,1,0,0,1,0,0,1
1727937,780359,65,95,89,6,87,85,4,50,91,1,1,62,82,1,0,1,0,1,0,1
1349947,835819,24,24,93,53,54,99,81,4,58,0,0,68,32,1,0,1,1,1,0,1
3537920,8089,60,83,85,66,24,1,66,46,89,1,1,53,3,1,1,1,0,1,1,1
3496050,890259,65,91,79,92,71,87,74,35,44,1,0,37,96,0,1,0,0,0,1,1
2318324,287803,41,24,93,9,29,50,84,35,65,0,1,8,79,0,0,1,1,0,0,0
2878932,312322,64,74,79,60,35,65,93,49,34,1,1,60,43,1,0,0,1,1,0,1
1076031,518269,35,82,37,58,49,11,82,55,95,0,0,94,0,0,1,0,1,1,1,1
1470896,625253,75,91,23,58,13,46,52,18,93,1,1,20,61,1,1,1,0,0,0,1
3763706,610556,8,0,99,68,28,54,88,19,63,1,1,35,78,1,0,1,1,0,1,0
1259622,352186,35,58,98,62,26,25,63,21,83,0,1,0,21,1,0,0,0,1,0,1
4622375,373615,91,68,5,97,49,44,34,30,76,0,1,21,95,0,1,1,1,1,1,1
578165,206798,37,73,67,7,35,61,11,61,26,0,1,86,58,0,1,1,0,1,0,1
908662,337255,32,41,81,77,33,69,46,43,86,1,1,86,36,1,0,0,0,1,1,1
4331479,242103,41,33,5,54,20,86,89,67,79,1,1,14,22,1,1,0,0,0,1,1
1212117,774042,60,99,25,5,37,1,54,66,30,1,1,45,32,0,1,1,0,1,0,0
845188,694925,45,65,90,0,74,25,68,88,11,1,1,64,21,0,1,1,0,0,1,1
615008,891867,85,17,40,55,96,13,82,48,96,1,1,5,63,1,0,0,0,0,0,0
1831993,94242,88,76,74,96,78,81,90,58,44,0,1,39,61,1,1,1,1,1,1,1
3551278,380348,60,4,37,74,75,56,37,3,31,0,1,34,53,1,1,0,0,1,1,0
2542035,158956,17,19,79,87,87,31,28,38,53,1,0,80,57,1,1,0,0,0,1,1
2968362,808631,69,65,82,9,49,61,11,6,65,0,1,60,11,0,1,1,1,0,0,1
3226768,589326,81,74,42,22,36,77,18,70,86,0,1,22,17,0,1,1,1,0,0,1
1370365,587074,79,61,52,15,74,29,8,48,31,1,1,19,95,0,1,0,0,0,0,0
879418,901068,14,93,14,15,18,12,81,88,14,0,0,27,66,0,1,1,0,1,1,0
1811754,765330,47,95,89,55,0,39,28,14,54,1,0,36,59,0,1,0,0,1,0,1
1314593,840726,71,31,55,94,80,30,2,6,40,1,0,81,99,0,0,0,1,0,1,1
1426952,738375,12,57,55,5,39,36,86,46,39,0,0,6,0,1,0,0,0,0,0,0
2921864,170250,42,49,30,29,54,44,29,67,71,0,1,48,88,0,1,1,0,1,1,1
4147208,935169,59,37,82,62,79,85,57,97,48,1,1,83,19,1,0,0,0,0,0,1
3138496,527820,56,54,56,0,25,58,87,44,85,1,1,23,16,0,1,1,0,0,0,0
4075754,267678,70,27,50,50,42,27,52,18,37,1,0,79,48,0,1,0,1,0,1,0
2904999,883260,16,73,23,88,58,60,3,46,55,0,1,12,21,0,0,0,1,0,0,0
3194200,827564,49,85,57,45,50,18,56,52,33,1,0,91,32,0,0,0,0,0,0,1
1524070,907152,31,80,72,20,14,42,53,26,0,1,0,6,25,1,1,1,1,0,0,0
3390914,303254,21,21,86,98,7,58,27,4,9,1,0,14,26,1,1,1,0,1,1,0
2724388,719114,54,42,3,37,93,15,15,59,39,1,1,86,59,1,1,1,0,0,1,0
1858987,855012,56,82,9,68,13,68,12,76,15,0,1,22,33,0,0,1,1,0,0,1
4076274,420685,12,80,62,62,96,43,71,61,87,1,1,94,86,0,0,1,0,0,0,1
3037981,331160,46,87,72,49,6,65,55,58,45,0,1,68,79,0,1,1,1,0,1,1
1861793,51233,86,35,82,11,17,9,52,60,23,1,0,90,77,1,1,1,1,0,1,1
816036,921295,61,95,14,68,11,46,47,55,13,1,1,59,51,1,1,1,0,1,1,1
3591418,202780,53,51,97,72,1,18,24,77,89,1,1,9,54,0,0,1,1,1,1,1
628988,456448,28,35,62,43,49,83,65,93,38,1,1,50,60,0,1,1,1,1,1,1
4284752,753810,21,27,18,51,92,92,29,46,17,0,0,63,49,1,1,1,1,0,1,0
4574857,111311,64,77,62,8,20,88,2,47,83,0,0,70,62,0,1,0,1,1,0,1
4955000,563697,28,57,55,98,6,80,22,9,40,0,1,55,63,1,0,0,0,0,1,1
3177590,775519,47,35,20,64,90,50,28,31,55,1,1,31,13,0,1,1,0,0,1,0
3497291,941828,4,69,33,9,11,12,40,64,35,1,0,22,89,1,1,0,1,0,0,0
4002429,406954,34,8,16,45,83,62,93,23,23,0,0,53,50,1,0,1,1,1,0,0
2690706,501246,73,20,17,99,56,15,10,28,89,0,1,72,26,1,0,0,1,1,1,1
1391902,815486,82,63,80,57,77,52,20,6,28,0,0,92,39,1,0,0,1,0,0,1
2692118,34709,70,75,65,36,73,34,90,94,21,1,0,90,67,1,0,1,1,1,1,1
3937973,638609,45,60,50,51,22,99,23,16,10,1,0,84,8,0,1,0,1,0,0,1
2402575,5363,34,93,64,98,29,58,94,93,40,0,0,69,55,0,0,0,1,1,0,1
664071,801790,44,94,42,80,57,38,93,24,48,0,0,89,90,1,0,1,0,0,0,1
4581137,499829,12,39,56,12,94,66,64,91,10,0,0,83,38,1,1,0,0,1,0,0
975435,401456,9,55,9,5,51,72,0,35,51,1,0,60,14,0,0,1,0,1,1,0
2374606,470417,65,3,36,57,55,60,53,60,66,1,1,78,88,1,0,1,0,1,0,1
3698472,50689,69,30,47,47,9,49,71,70,84,1,0,19,17,1,1,0,0,1,0,1
3206316,269080,71,26,68,31,18,52,33,34,74,1,1,52,51,1,1,1,1,0,0,1
1764718,903704,99,57,55,10,18,45,79,83,7,1,1,14,60,1,1,1,1,1,1,0
2334793,620362,24,24,75,80,86,51,90,77,30,0,1,28,93,0,1,1,1,1,0,1
1802575,180037,43,68,35,4,58,28,67,49,73,0,1,69,36,0,0,0,0,1,1,0
4013270,213606,59,69,30,5,43,4,82,55,5,1,1,79,79,0,1,0,0,0,1,0
2578837,5882,46,4,54,73,58,66,28,93,80,0,1,64,52,0,1,0,1,1,0,1
1724102,418440,39,90,37,96,95,73,2,64,70,1,0,61,11,1,1,0,1,1,0,1
3390541,896659,6,7,72,93,83,94,10,40,95,0,0,69,80,0,0,0,0,0,1,1
864180,784110,45,8,89,20,3,74,7,24,12,0,1,15,24,0,1,1,0,0,1,0
2583366,130865,22,14,14,41,96,80,61,33,5,0,1,53,78,0,0,1,1,0,0,0
2235848,653033,82,99,15,80,64,39,32,7,66,1,0,96,24,1,0,0,1,0,1,1
2639855,429041,45,6,76,26,12,71,7,55,26,0,0,6,20,1,1,0,1,1,0,0
404615,468956,85,95,88,2,66,1,24,83,44,1,1,59,82,0,0,1,0,1,0,1
1725233,33885,12,71,93,59,11,67,87,29,25,0,1,9,87,0,1,0,1,0,0,0
4096022,700416,20,14,52,92,92,61,25,67,3,0,1,52,6,1,0,1,1,0,1,0
2003740,401419,0,36,55,65,54,79,25,20,36,0,0,7,75,1,1,0,0,0,0,0
4168222,720601,18,82,6,92,60,57,16,90,20,0,0,84,48,0,1,0,0,1,0,1
3268893,400460,59,38,56,48,94,84,90,9,27,0,0,89,38,0,1,1,1,0,0,1
1038003,365466,32,5,54,99,40,68,28,86,81,0,1,36,74,0,0,0,0,1,0,1
3633382,335763,3,82,51,33,35,57,42,32,31,1,0,81,96,1,1,1,1,0,0,0
481570,26584,2,56,3,36,1,34,72,74,52,1,1,3,48,0,0,1,0,1,0,0
3382993,799953,90,91,42,41,21,13,77,82,32,1,1,83,88,0,0,1,1,1,0,1
4281082,710377,51,80,39,64,21,14,4,74,25,1,0,82,33,0,1,1,1,0,0,1
3595049,824973,98,18,29,59,40,5,49,3,16,1,0,96,74,0,0,1,0,0,1,0
266150,558351,27,62,9,89,94,15,93,22,55,1,0,22,15,0,0,1,1,1,1,0
2634206,75268,69,30,93,0,13,86,55,68,92,0,1,8,95,1,1,0,1,0,1,1
759723,785594,69,74,6,58,92,94,62,52,83,0,0,37,14,1,0,1,0,0,0,1
2747500,655506,54,78,35,3,34,45,56,4,29,0,1,44,39,1,0,1,0,1,1,0
3555745,385350,56,9,34,13,49,62,91,17,4,1,0,44,78,1,1,0,0,1,0,0
1199554,463168,86,86,87,17,8,11,44,16,5,1,1,17,6,1,1,1,0,0,1,0
4393060,753414,96,66,38,33,95,40,36,57,61,0,0,45,39,1,1,0,0,0,1,1
4358634,175635,15,61,35,0,58,18,71,66,9,0,1,1,65,1,1,1,0,1,0,0
334055,175824,23,2,19,52,55,75,78,71,69,0,0,47,69,1,0,1,0,0,1,0
876022,755593,68,17,48,21,90,76,91,55,9,0,1,16,99,1,0,1,0,1,1,0
1009942,400783,40,24,95,79,9,1,35,39,84,1,0,15,91,0,1,1,1,1,0,1
4079275,414337,76,19,58,60,24,19,32,86,43,0,0,44,21,0,0,0,1,1,1,1
896358,924178,46,57,48,21,44,94,5,86,55,1,0,47,58,1,1,0,0,1,1,1
3795790,605699,75,92,89,49,96,8,75,1,3,1,0,23,4,1,1,0,0,1,0,0
2041648,114876,68,85,25,15,10,20,70,20,12,0,1,94,17,0,0,0,1,0,1,0
1888472,988779,30,49,35,27,8,7,44,51,73,1,0,64,10,0,1,0,0,1,0,0
4028433,203153,91,78,42,91,6,38,91,23,79,1,1,91,7,0,0,0,1,1,1,1
2935264,689500,91,9,98,85,70,36,6,52,18,0,0,32,19,1,0,0,1,1,1,1
4648748,669687,29,20,42,69,33,28,64,37,69,1,0,3,74,0,0,0,0,0,1,0
2900713,993167,17,28,98,88,82,82,23,19,89,1,0,0,58,1,1,0,1,0,0,1
2508989,28331,43,95,75,41,19,34,44,49,61,0,0,32,90,1,0,1,1,1,0,1
4337270,28004,26,9,32,65,88,37,60,38,8,0,1,73,92,0,0,0,0,1,1,0
4517922,243441,98,12,99,70,4,89,18,59,45,0,1,61,24,1,0,1,1,0,1,1
4315625,910675,25,46,77,80,92,74,31,90,55,0,0,2,57,0,1,0,1,1,0,1
659297,408708,59,22,96,34,54,99,29,38,73,0,1,44,18,0,0,1,1,1,1,1
1220154,453013,17,49,44,19,90,34,64,70,39,1,1,20,1,0,1,0,1,1,0,0
4277151,194167,96,86,44,1,88,67,31,32,66,0,0,63,57,0,0,1,1,0,0,1
4934963,936253,88,94,87,6,14,2,56,28,82,0,0,72,65,0,0,0,0,0,0,1
3003696,854649,55,3,14,95,47,11,19,73,61,1,1,56,6,0,0,0,0,0,1,0
2293373,618332,30,66,94,48,3,31,84,9,98,1,1,39,50,0,1,0,1,0,0,1
2572280,800477,58,84,16,82,77,46,82,75,45,1,0,61,94,0,1,1,1,0,0,1
3116623,287260,1,52,11,75,80,62,93,66,5,0,0,42,32,1,1,0,0,1,1,0
2906871,547955,96,1,21,8,20,25,91,2,28,0,0,87,74,0,0,1,0,0,0,0
1070123,342201,38,67,22,26,79,42,95,76,18,0,0,45,12,1,0,1,0,1,1,0
3186249,603493,60,64,89,77,89,76,29,30,14,1,0,71,9,0,0,1,1,0,1,1
2059582,32302,62,78,77,1,8,43,86,26,56,0,0,23,58,1,1,0,0,1,1,0
4644499,409499,95,56,11,84,65,37,90,69,37,1,0,23,37,0,1,1,0,1,1,1
2329885,167007,17,96,67,67,78,28,58,26,20,1,0,9,19,1,1,1,0,0,1,0
4920642,601822,16,69,50,59,34,54,89,98,50,1,0,98,84,1,0,1,1,0,1,1
2407148,754702,97,6,12,84,87,51,61,8,38,1,0,67,13,1,1,1,1,1,0,0
4952525,167696,38,18,56,85,50,18,66,5,86,1,1,56,87,1,0,1,0,1,1,0
749239,18440,70,43,54,48,77,34,30,5,19,1,1,43,39,0,0,1,1,0,1,0
756701,378145,53,62,81,1,36,47,65,25,1,0,1,72,6,1,0,1,0,1,1,0
3247569,313645,98,64,27,16,5,90,53,42,31,1,0,74,68,1,0,1,0,1,0,1
4828120,399485,93,38,43,82,81,59,9,18,91,0,1,47,5,0,0,1,1,1,0,1
1470464,799300,75,82,18,87,85,30,37,15,3,1,0,76,39,1,1,0,1,1,1,1
985332,690611,34,25,45,19,81,2,82,22,6,1,0,26,52,0,1,1,0,0,1,0
967950,345053,10,43,2,75,50,34,30,74,2,1,0,29,98,0,0,1,1,1,0,0
366472,613811,60,11,82,88,65,87,28,79,24,1,1,45,8,1,1,1,1,0,1,1
597710,699089,43,21,19,86,95,51,24,28,8,1,0,11,64,0,0,1,1,1,1,0
4517048,545022,67,76,24,97,16,70,31,37,86,1,0,59,19,0,0,0,1,1,0,1
3388729,702789,24,91,74,31,64,50,16,58,86,1,1,18,5,0,1,0,0,0,0,1
4985956,177409,47,13,55,50,8,55,44,47,25,0,0,67,95,1,0,0,0,1,0,0
3050171,438541,31,85,80,87,12,98,48,19,63,1,1,53,76,1,1,1,0,0,0,1
1110775,350744,83,29,60,41,99,20,86,20,17,0,1,33,38,1,0,0,0,1,0,0
2796874,985018,94,43,54,62,57,0,17,27,87,1,0,86,20,1,1,0,0,0,1,1
758924,799865,3,83,34,88,29,52,74,49,90,1,1,89,36,1,0,1,1,1,1,1
4081185,512173,37,90,77,60,30,5,51,32,1,0,1,6,11,0,0,1,1,1,0,0
4573656,669471,62,37,58,61,22,97,19,39,0,0,0,81,69,0,1,1,0,1,0,1
4212595,633274,46,58,38,2,62,81,61,89,47,1,0,41,14,1,0,1,0,1,1,1
2490435,855185,0,41,56,88,27,61,12,53,79,0,0,67,20,1,0,0,0,1,1,1
631413,643071,2,51,82,91,58,88,87,9,62,1,0,52,84,0,1,1,0,0,0,1
1552564,216655,85,62,66,75,9,78,42,33,87,0,1,7,91,0,1,1,1,1,1,1
2624050,471836,61,60,33,25,88,46,83,72,35,0,0,21,99,0,1,0,1,1,1,0
4365100,813183,63,33,40,47,99,95,91,35,62,0,1,25,80,1,0,0,1,1,1,1
1063561,676813,16,38,21,7,89,49,98,74,74,0,0,76,45,0,0,1,1,0,1,0
502186,746204,77,40,26,4,25,81,20,73,25,0,1,62,70,1,1,0,1,0,0,1
3407393,437184,61,36,20,10,76,30,5,6,5,1,0,45,86,1,0,1,1,0,1,0
4028464,166149,34,64,40,41,16,63,70,15,25,0,1,80,85,0,1,1,1,1,1,0
1226553,244654,12,78,30,98,39,28,92,50,92,0,0,43,9,0,1,1,0,0,1,1
1435202,432991,34,31,26,90,67,14,52,89,42,0,1,61,81,1,0,1,0,1,0,1
345271,194216,42,7,36,40,22,57,86,95,0,1,0,35,65,1,0,1,0,0,1,0
2415685,840002,1,96,65,18,34,22,51,60,8,1,1,40,75,0,0,0,1,1,0,0
3943797,182169,55,17,53,47,74,37,68,30,26,0,0,78,38,0,1,0,1,0,0,0
1714542,815935,76,44,8,52,75,40,85,31,70,1,0,81,21,1,0,0,0,0,1,1
4380656,663139,50,92,82,54,8,74,8,44,2,1,0,26,85,0,0,0,0,1,0,1
3130184,878272,53,95,41,60,78,14,95,75,60,1,0,69,41,1,1,0,1,1,0,1
276898,136827,15,32,35,31,44,86,73,26,72,0,0,97,85,0,0,1,1,0,0,1
3495097,306407,17,4,9,45,36,2,45,21,1,0,1,40,5,0,1,1,1,0,0,0
488316,899923,6,81,58,91,68,82,91,14,73,1,1,4,51,1,0,1,1,1,1,1
2208954,322231,44,73,39,35,18,0,74,7,80,1,1,56,36,0,1,0,1,0,1,0
2029553,964785,35,35,53,17,74,87,70,67,30,0,0,75,83,0,0,0,1,0,0,1
4288657,580770,40,96,38,73,72,74,29,7,64,0,0,28,5,1,0,0,0,0,1,1
3241341,977361,93,22,6,95,98,93,42,86,17,1,1,11,72,1,1,0,1,0,0,1
1239504,127989,41,39,3,17,26,10,58,15,5,0,0,24,28,0,0,1,0,1,0,0
4287810,415616,6,4,14,11,12,59,37,47,41,1,1,33,68,1,0,1,0,0,1,0
2305058,831547,14,33,75,71,56,64,33,33,67,0,0,74,50,0,0,0,0,0,0,1
1875843,281393,59,23,47,96,59,75,45,85,3,0,1,86,76,1,1,0,1,0,1,1
234701,773543,39,16,5,45,11,3,91,86,98,0,1,23,26,1,0,1,1,1,1,0
3429028,969329,82,94,72,54,8,24,31,56,3,0,1,81,86,1,1,0,0,1,0,1
1921610,639649,36,70,34,37,91,71,15,4,64,1,0,62,36,0,0,1,1,1,1,1
2380712,816032,65,80,71,77,76,78,38,43,40,0,1,62,45,0,1,0,1,1,1,1
2539767,304850,54,91,70,1,83,42,0,70,42,0,1,9,97,0,1,0,0,1,1,1
2814235,810654,76,21,67,8,76,93,97,36,94,0,0,4,24,1,0,0,0,0,1,1
691036,366185,94,14,57,4,26,39,56,89,54,0,0,94,36,1,1,0,0,0,0,1
527304,895936,79,14,76,97,89,95,86,27,18,0,0,88,22,0,1,0,1,0,1,1
2662616,46139,55,24,18,18,62,98,19,67,20,1,1,52,91,0,1,0,1,0,0,0
2910241,644207,43,52,61,70,92,84,81,95,57,1,0,80,25,1,0,1,1,0,1,1
3633803,776965,56,20,70,38,28,94,81,37,29,0,0,27,75,0,1,1,0,0,0,0
1342953,308446,5,65,9,41,21,99,41,45,6,1,0,64,51,0,1,0,1,1,0,0
4161352,230756,91,90,24,16,72,90,84,72,68,0,0,44,2,0,0,0,1,1,0,1
4178702,354982,31,31,43,62,87,43,71,99,63,1,0,65,72,1,1,1,1,1,1,1
4259175,990663,73,20,98,89,18,71,33,25,1,0,1,48,78,0,0,1,0,0,0,1
526916,669006,17,67,57,45,37,58,49,74,66,0,1,39,71,1,1,1,0,1,0,1
3797706,673903,67,43,24,90,94,22,10,83,78,1,0,65,27,0,0,0,1,1,0,1
4706554,754856,72,82,92,91,38,61,42,52,73,0,0,90,89,0,0,0,0,1,1,1
805409,683145,6,65,75,19,14,22,9,62,8,0,0,7,79,1,1,1,0,1,1,0
1274135,869785,7,89,39,69,53,57,7,62,22,0,1,26,33,1,1,0,1,0,1,0
3189179,953910,63,97,75,7,31,54,71,37,13,0,1,16,83,1,1,1,1,0,0,0
1925690,356136,6,13,69,95,45,32,18,14,53,0,1,67,64,0,0,0,0,1,0,0
3480772,842860,40,14,9,18,60,76,64,98,44,1,0,43,87,0,0,1,1,1,0,0
4357893,553065,39,19,65,31,92,62,54,8,96,1,1,30,28,0,0,0,1,1,0,0
603119,62939,2,33,24,18,51,59,51,96,15,1,1,4,3,0,0,1,1,1,1,0
4366769,451242,16,35,70,23,33,98,2,74,83,1,1,59,67,0,1,1,1,1,1,1
4520295,877882,65,82,86,23,72,60,52,21,71,0,0,88,61,0,0,0,1,0,0,1
602732,952057,78,8,10,55,34,79,43,69,97,0,1,91,37,1,0,1,1,1,1,1
706079,28548,92,70,35,80,69,75,95,55,94,1,1,18,66,1,1,1,1,1,1,1
2150013,461437,51,29,48,17,36,60,47,36,56,0,1,41,1,0,0,1,0,0,1,0
2823836,959769,21,76,47,11,77,94,53,56,7,1,0,22,92,1,1,1,1,1,1,0
1332658,654837,3,90,86,40,60,68,15,59,24,0,1,99,91,1,1,0,1,0,1,1
2185209,438917,5,62,6,86,48,88,29,84,40,0,0,76,75,0,1,1,0,1,1,1
4522626,449503,37,34,90,47,8,20,91,11,61,1,0,16,43,1,1,0,1,1,0,0
856951,142799,25,12,76,81,18,2,27,6,76,1,1,93,78,0,0,1,1,1,0,0
211303,770820,10,78,50,63,86,47,15,65,17,1,0,57,94,1,1,1,1,0,1,1
1410209,186789,89,45,16,15,27,9,50,40,49,1,1,86,31,0,1,0,0,1,1,0
3679591,430643,16,55,31,79,79,86,32,23,40,1,1,48,85,1,0,1,1,1,1,1
2566610,677052,87,8,25,99,25,80,24,89,33,1,0,2,2,1,0,0,1,0,0,1
4380303,560913,91,86,21,22,37,41,17,24,99,1,1,76,16,0,0,1,0,1,0,1
1268199,816350,98,35,12,85,39,98,25,61,80,0,1,95,92,0,0,1,0,1,1,1
4376224,439352,30,2,11,38,24,88,5,83,11,1,1,44,11,1,1,1,1,1,0,0
4884346,906258,76,97,70,32,98,65,37,43,79,1,0,34,63,0,0,1,1,1,1,1
658298,644169,34,18,0,23,68,90,43,1,76,1,0,1,62,1,0,0,1,0,0,0
1247343,450625,15,27,32,60,70,45,66,41,74,0,0,46,77,0,1,1,1,1,0,0
305228,807009,78,22,13,54,22,8,42,98,77,0,1,2,71,1,1,1,0,1,0,0
4820650,352299,17,6,63,60,88,48,5,32,41,0,1,28,40,1,1,1,1,0,0,0
1955692,116776,61,75,42,83,64,3,77,16,54,1,0,73,1,0,0,1,0,1,1,1
1084056,890678,26,13,57,96,21,59,63,62,91,0,0,19,52,0,0,0,1,0,1,1
1930228,763284,34,45,40,94,63,89,81,21,58,1,1,33,33,1,1,1,0,1,1,1
2146793,787119,44,14,80,39,67,95,79,0,50,1,0,78,87,0,0,0,1,0,0,1
1769123,518624,34,66,67,57,57,28,87,93,87,0,1,39,83,1,0,1,0,0,0,1
3479269,217803,27,14,38,71,27,85,12,69,52,1,0,64,73,0,0,0,0,0,0,1
1926470,163761,8,50,0,73,77,46,64,53,80,0,1,89,39,0,1,1,1,0,0,1
